Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Mulching_Used,Region
5.24,56.84,0.63,2.93,29.92,29.54,565.38,7.95,3.23,0.77,109.88,Loamy,Maize,Vegetative,Zaid,Drip,Reservoir,Yes,South
7.43,54.98,0.52,2.93,12.27,28.36,1453.38,5.52,13.9,14.51,90.44,Silt,Potato,Harvest,Rabi,Sprinkler,Reservoir,Yes,South
7.4,60.55,0.94,1.53,22.78,89.42,1371.67,5.12,10.56,1.0,29.44,Clay,Cotton,Sowing,Zaid,Sprinkler,Groundwater,Yes,North
6.06,64.01,1.3,2.35,12.7,74.98,904.55,9.92,10.32,0.54,107.36,Sandy,Cotton,Harvest,Zaid,Rainfed,Groundwater,No,South
5.31,45.27,1.36,2.64,12.2,62.0,2265.68,4.51,6.98,6.91,30.19,Clay,Cotton,Vegetative,Kharif,Sprinkler,Rainwater,Yes,East
7.34,17.09,0.84,2.82,13.19,61.95,874.53,5.06,18.32,3.63,22.03,Loamy,Potato,Sowing,Rabi,Canal,Rainwater,No,North
5.01,54.16,0.75,1.33,17.44,76.53,691.26,7.86,19.53,4.48,59.27,Loamy,Wheat,Vegetative,Zaid,Canal,River,Yes,Central
5.26,41.52,1.56,1.79,21.89,77.47,1680.36,4.62,13.52,1.59,61.98,Silt,Potato,Harvest,Rabi,Sprinkler,River,No,Central
6.74,27.77,1.21,3.15,23.14,89.21,687.78,9.67,1.81,3.6,109.88,Silt,Cotton,Harvest,Rabi,Sprinkler,River,Yes,West
5.05,17.18,1.4,1.84,17.52,80.17,1603.98,10.31,14.21,6.63,23.32,Sandy,Wheat,Vegetative,Kharif,Canal,River,No,West
7.01,50.85,0.37,3.12,41.83,69.28,2143.47,10.09,1.02,6.5,46.44,Loamy,Wheat,Sowing,Rabi,Canal,Rainwater,No,Central
6.35,62.31,1.54,0.37,33.56,56.31,877.15,6.99,19.35,8.56,101.3,Sandy,Maize,Harvest,Kharif,Drip,Reservoir,Yes,South
5.63,54.07,1.31,0.53,29.11,41.67,1383.87,8.11,12.94,13.53,112.03,Sandy,Sugarcane,Harvest,Zaid,Drip,River,No,South
6.2,52.99,1.28,3.01,30.74,48.06,1367.16,7.67,16.77,7.86,6.4,Silt,Potato,Vegetative,Zaid,Drip,Reservoir,No,West
5.18,11.79,0.8,0.34,23.01,25.21,1081.58,5.81,11.71,11.45,2.68,Sandy,Sugarcane,Harvest,Kharif,Canal,River,No,East
6.18,43.7,1.35,1.38,25.92,58.67,1705.22,6.86,11.18,12.94,31.53,Silt,Cotton,Flowering,Zaid,Drip,Reservoir,Yes,West
6.48,39.54,0.84,1.66,33.0,35.92,1570.4,6.57,2.41,2.43,18.47,Sandy,Rice,Sowing,Kharif,Drip,Rainwater,Yes,West
6.38,49.25,0.75,2.43,25.77,83.34,1656.27,10.89,10.56,8.99,27.46,Sandy,Potato,Flowering,Kharif,Drip,Rainwater,No,West
5.44,33.09,0.72,0.55,12.04,53.88,1361.72,6.89,12.71,8.65,6.07,Clay,Sugarcane,Harvest,Rabi,Drip,Groundwater,Yes,West
6.01,20.95,1.58,2.93,20.64,86.11,1250.3,6.88,18.68,4.1,74.78,Sandy,Sugarcane,Harvest,Zaid,Canal,Groundwater,Yes,North
6.88,38.94,0.76,2.37,39.96,31.44,1044.84,4.27,16.74,14.01,70.87,Silt,Sugarcane,Sowing,Zaid,Sprinkler,River,No,North
6.93,23.67,0.59,0.36,17.49,57.49,1820.56,6.98,18.01,6.43,89.25,Clay,Potato,Harvest,Rabi,Rainfed,Rainwater,No,West
6.17,26.23,0.83,0.45,20.55,88.37,1465.07,10.77,15.91,5.08,34.97,Sandy,Maize,Vegetative,Zaid,Sprinkler,Rainwater,No,East
8.0,59.53,0.34,1.51,29.2,68.54,1129.33,8.4,15.97,12.73,96.57,Silt,Wheat,Harvest,Rabi,Canal,Reservoir,No,West
7.64,44.22,0.68,1.3,20.11,92.42,2140.21,4.99,16.43,11.42,110.43,Loamy,Wheat,Harvest,Rabi,Sprinkler,Groundwater,No,West
6.27,24.75,1.29,0.54,31.23,83.66,1284.53,4.35,6.92,11.41,84.58,Loamy,Potato,Flowering,Kharif,Drip,River,Yes,South
5.97,10.4,1.03,1.28,31.01,33.65,2256.75,7.49,5.48,10.03,90.31,Silt,Sugarcane,Flowering,Rabi,Canal,River,No,West
7.03,8.19,0.84,2.97,22.58,69.57,1642.23,8.44,4.92,4.47,33.81,Loamy,Rice,Sowing,Zaid,Sprinkler,Reservoir,Yes,East
7.12,64.81,1.56,3.27,36.19,28.69,1693.67,9.78,16.99,4.06,40.34,Sandy,Rice,Harvest,Zaid,Rainfed,River,No,East
7.78,48.02,1.01,0.36,29.95,68.95,1417.19,4.48,18.58,6.32,54.42,Clay,Rice,Sowing,Zaid,Canal,River,Yes,West
7.82,31.14,1.13,1.54,14.7,36.75,1574.5,6.37,14.74,14.39,74.43,Sandy,Rice,Sowing,Zaid,Sprinkler,River,No,Central
6.85,42.56,0.46,2.43,30.73,80.78,1207.45,6.63,16.64,12.07,6.55,Silt,Maize,Sowing,Rabi,Drip,River,No,North
7.68,12.76,0.88,0.36,16.0,69.7,1762.44,7.07,7.38,13.02,58.52,Sandy,Sugarcane,Sowing,Rabi,Drip,Groundwater,Yes,West
5.66,14.64,0.44,3.28,29.0,72.99,1834.89,4.31,13.86,0.92,105.69,Loamy,Potato,Flowering,Zaid,Drip,River,Yes,East
5.89,31.97,0.73,2.68,22.32,53.53,1241.66,10.03,13.4,13.12,101.42,Loamy,Rice,Harvest,Zaid,Canal,Reservoir,No,South
7.27,51.51,0.84,1.55,33.64,94.93,1643.28,4.95,19.53,2.51,80.57,Clay,Rice,Harvest,Zaid,Drip,River,No,North
5.91,11.02,1.26,0.53,27.92,73.61,1452.15,7.77,5.77,11.68,117.63,Loamy,Sugarcane,Harvest,Rabi,Canal,Rainwater,Yes,South
6.21,61.22,1.2,1.07,24.94,64.17,2201.02,10.34,6.99,1.11,96.04,Sandy,Potato,Flowering,Zaid,Sprinkler,Rainwater,No,North
6.16,48.05,0.64,1.5,14.14,80.68,1483.78,9.63,12.31,7.8,29.67,Clay,Sugarcane,Harvest,Rabi,Canal,Rainwater,Yes,West
5.53,8.42,0.42,1.35,38.35,73.09,1631.29,9.78,3.39,0.46,82.35,Sandy,Rice,Vegetative,Zaid,Canal,River,No,South
5.91,58.88,1.14,0.4,32.48,88.02,1415.0,7.63,3.86,14.58,100.86,Loamy,Wheat,Harvest,Kharif,Drip,Groundwater,Yes,East
6.38,25.24,1.25,1.61,40.74,68.97,875.07,8.58,13.49,9.05,57.49,Silt,Wheat,Harvest,Rabi,Rainfed,Groundwater,No,East
5.19,41.75,1.35,0.5,31.09,75.28,851.47,6.34,10.19,6.61,67.93,Loamy,Rice,Sowing,Zaid,Drip,Reservoir,Yes,East
6.04,39.22,1.01,1.57,35.78,45.81,2233.76,8.77,2.84,8.58,29.83,Sandy,Maize,Vegetative,Zaid,Drip,River,Yes,West
7.21,31.31,0.8,1.94,22.37,70.23,2201.02,4.54,9.01,9.92,62.89,Silt,Maize,Harvest,Rabi,Canal,River,No,North
6.66,44.46,0.64,2.93,20.34,85.9,656.14,9.63,5.02,3.6,12.24,Sandy,Rice,Vegetative,Kharif,Canal,River,No,Central
7.5,26.61,0.33,0.61,18.08,80.73,584.33,4.01,16.49,13.33,108.21,Sandy,Sugarcane,Harvest,Rabi,Canal,River,Yes,West
6.4,38.85,0.61,0.59,28.8,81.25,831.77,4.46,6.89,6.38,94.58,Silt,Rice,Vegetative,Rabi,Drip,Groundwater,Yes,North
6.36,46.18,0.54,2.16,25.95,47.63,2248.79,8.98,4.2,2.6,89.85,Clay,Cotton,Harvest,Kharif,Drip,River,No,North
6.14,34.06,0.74,0.18,23.22,87.73,2064.02,10.25,16.02,13.6,53.85,Silt,Potato,Harvest,Zaid,Sprinkler,Groundwater,No,North
5.17,52.16,1.12,0.7,27.81,44.62,815.24,4.84,8.13,3.57,98.05,Clay,Rice,Harvest,Kharif,Drip,Groundwater,No,North
5.72,56.2,0.43,2.55,23.72,75.38,171.48,4.65,14.87,11.36,15.19,Loamy,Potato,Vegetative,Kharif,Rainfed,River,No,East
5.88,47.51,0.8,1.0,27.48,67.04,2263.06,4.52,8.9,7.18,23.99,Sandy,Sugarcane,Harvest,Kharif,Drip,Rainwater,No,North
6.59,46.86,1.09,0.62,14.04,86.58,1172.02,8.19,4.52,0.59,81.42,Loamy,Sugarcane,Sowing,Rabi,Drip,River,No,Central
8.05,13.91,1.55,1.75,32.73,38.83,1475.78,7.97,19.73,9.42,73.51,Clay,Potato,Flowering,Zaid,Sprinkler,Reservoir,Yes,South
7.73,56.97,0.4,1.81,39.76,53.98,282.83,9.29,19.58,8.88,45.98,Sandy,Cotton,Sowing,Zaid,Sprinkler,Reservoir,No,East
5.05,47.57,0.31,2.39,15.33,56.35,1398.53,8.34,0.54,14.41,68.68,Silt,Wheat,Flowering,Kharif,Sprinkler,Rainwater,Yes,West
5.33,52.42,1.43,1.36,18.62,35.92,830.3,9.93,7.94,0.34,57.55,Sandy,Rice,Vegetative,Rabi,Rainfed,Rainwater,Yes,Central
7.62,55.36,0.4,0.77,19.5,78.96,1458.26,10.31,3.44,6.05,109.13,Silt,Sugarcane,Sowing,Rabi,Rainfed,Reservoir,No,South
5.98,28.3,1.56,1.84,18.54,81.91,2157.97,9.84,12.35,2.96,21.43,Clay,Cotton,Vegetative,Rabi,Drip,Reservoir,Yes,Central
6.94,19.51,0.73,1.72,29.83,89.79,784.66,5.56,10.16,5.66,53.63,Loamy,Sugarcane,Vegetative,Zaid,Canal,River,No,South
7.09,60.59,1.49,2.9,13.29,92.03,1088.65,6.98,17.32,9.86,31.02,Clay,Potato,Sowing,Zaid,Drip,Rainwater,No,North
7.49,31.7,0.91,1.26,21.38,32.5,802.52,6.15,0.9,5.04,60.61,Silt,Rice,Vegetative,Kharif,Rainfed,Rainwater,Yes,West
6.56,57.14,0.72,2.29,15.83,79.09,1648.87,10.02,16.26,7.21,87.8,Silt,Maize,Harvest,Rabi,Rainfed,Reservoir,Yes,East
6.3,8.19,0.68,0.82,25.1,86.72,1656.35,10.39,3.07,2.26,95.65,Clay,Sugarcane,Sowing,Kharif,Rainfed,Reservoir,Yes,East
7.44,9.17,1.16,2.02,37.89,89.88,758.68,4.6,8.99,5.5,82.4,Loamy,Cotton,Flowering,Kharif,Sprinkler,Rainwater,No,South
5.03,48.95,0.34,1.84,39.99,44.25,2176.02,5.03,14.18,8.56,92.26,Sandy,Potato,Harvest,Rabi,Rainfed,Reservoir,Yes,Central
5.04,45.67,1.15,3.18,14.09,75.32,767.38,5.07,3.67,9.59,12.86,Clay,Sugarcane,Sowing,Zaid,Drip,River,No,North
7.95,25.61,1.37,1.2,24.61,37.18,1360.59,8.59,15.84,4.97,6.7,Loamy,Cotton,Harvest,Rabi,Canal,Groundwater,Yes,South
5.18,64.82,0.49,2.04,30.4,89.96,799.92,8.11,10.01,13.35,29.52,Loamy,Potato,Vegetative,Zaid,Rainfed,Rainwater,Yes,West
5.21,48.05,1.54,2.69,16.49,26.24,954.86,7.51,3.79,6.74,48.58,Loamy,Cotton,Flowering,Zaid,Drip,Rainwater,No,West
7.77,42.65,0.76,2.04,16.95,92.47,741.44,8.95,12.15,14.78,36.84,Silt,Cotton,Vegetative,Zaid,Sprinkler,Rainwater,Yes,South
7.49,26.79,0.69,2.83,16.49,35.85,1339.8,5.08,2.92,5.82,40.79,Silt,Rice,Vegetative,Rabi,Drip,Reservoir,No,South
5.45,33.33,1.55,0.54,35.74,52.81,2259.09,7.23,4.37,4.91,73.76,Sandy,Rice,Sowing,Zaid,Rainfed,River,Yes,South
6.53,25.03,0.44,0.26,27.27,85.32,1133.15,8.99,15.55,3.82,56.4,Loamy,Rice,Sowing,Rabi,Drip,Reservoir,No,South
8.19,23.67,1.34,2.11,40.91,40.19,2103.28,6.44,15.05,5.96,65.88,Sandy,Sugarcane,Vegetative,Kharif,Sprinkler,River,Yes,West
6.92,51.39,1.53,2.99,30.83,51.76,1418.79,7.26,14.04,9.78,76.07,Clay,Potato,Vegetative,Zaid,Canal,Groundwater,No,West
7.66,20.54,0.46,0.31,36.85,60.35,1414.46,7.09,10.01,9.54,110.49,Loamy,Wheat,Harvest,Zaid,Rainfed,Reservoir,Yes,Central
6.25,44.46,1.15,1.74,19.13,56.51,2338.45,7.53,5.62,1.53,33.6,Silt,Potato,Sowing,Kharif,Sprinkler,Rainwater,No,North
5.45,15.39,0.72,1.58,21.32,38.47,1134.82,10.16,16.28,11.44,99.91,Sandy,Wheat,Vegetative,Kharif,Canal,Reservoir,No,Central
5.63,55.32,0.78,3.12,26.35,47.89,1734.29,10.69,14.34,14.63,49.11,Silt,Cotton,Sowing,Zaid,Rainfed,River,Yes,South
7.97,23.89,0.37,0.11,37.06,57.94,1837.86,10.18,6.77,11.98,81.42,Silt,Cotton,Sowing,Kharif,Drip,Groundwater,Yes,West
6.52,40.73,1.18,0.65,28.0,76.41,1380.12,4.4,6.7,10.78,26.91,Sandy,Maize,Vegetative,Zaid,Drip,Rainwater,No,South
6.81,46.18,0.48,1.39,14.87,32.0,1640.27,4.75,2.44,14.15,96.7,Silt,Wheat,Flowering,Zaid,Canal,Reservoir,Yes,Central
4.87,35.29,0.84,0.99,20.22,58.02,2140.88,8.04,17.26,4.91,84.86,Sandy,Rice,Harvest,Zaid,Drip,Rainwater,Yes,East
7.23,9.24,0.71,0.26,38.95,58.12,177.59,10.69,19.56,11.93,98.88,Sandy,Maize,Harvest,Kharif,Canal,Rainwater,No,North
5.63,18.55,1.47,1.79,30.92,38.13,2262.23,5.77,19.45,13.11,81.64,Loamy,Wheat,Sowing,Rabi,Rainfed,Rainwater,No,South
5.45,52.83,0.58,0.73,29.0,47.15,1746.61,5.43,10.32,4.47,33.61,Sandy,Wheat,Vegetative,Kharif,Rainfed,Reservoir,No,East
6.88,42.05,1.47,1.61,39.48,26.01,2195.09,7.79,2.84,1.15,28.95,Loamy,Cotton,Sowing,Rabi,Drip,Rainwater,No,North
6.34,18.53,1.36,2.32,25.86,92.21,856.14,5.09,11.43,6.05,43.76,Silt,Sugarcane,Flowering,Zaid,Sprinkler,River,Yes,East
6.01,10.23,1.11,2.64,28.13,35.48,1442.67,10.09,2.62,3.26,75.73,Clay,Potato,Harvest,Zaid,Drip,Reservoir,Yes,Central
5.83,63.86,1.36,0.45,40.78,30.38,1846.23,4.11,8.8,1.33,68.61,Sandy,Maize,Flowering,Zaid,Sprinkler,Rainwater,Yes,Central
6.81,58.66,1.08,0.12,23.95,38.53,1696.17,10.81,8.98,1.4,5.3,Clay,Cotton,Sowing,Rabi,Rainfed,River,Yes,South
7.91,23.36,1.09,3.19,24.37,86.36,89.52,8.27,17.27,10.68,89.05,Loamy,Potato,Harvest,Zaid,Sprinkler,Rainwater,No,East
7.59,63.1,0.72,1.2,18.67,71.58,637.69,4.41,14.04,11.57,21.43,Clay,Cotton,Harvest,Kharif,Sprinkler,Reservoir,No,Central
5.02,17.05,0.6,2.64,36.14,29.11,1769.61,6.86,5.56,12.57,85.74,Sandy,Wheat,Vegetative,Rabi,Canal,Groundwater,Yes,West
7.72,25.23,1.47,0.2,30.42,91.96,1233.81,9.35,17.53,12.35,107.67,Loamy,Potato,Sowing,Rabi,Sprinkler,Groundwater,No,Central
7.73,21.42,0.71,0.34,32.02,71.23,1721.66,7.49,18.57,7.56,85.93,Loamy,Sugarcane,Flowering,Zaid,Drip,Rainwater,No,North
7.16,64.43,0.71,1.71,36.16,61.75,1603.98,10.72,12.3,0.95,40.4,Sandy,Maize,Flowering,Rabi,Canal,Groundwater,No,East
7.42,22.19,1.34,3.23,32.91,61.45,2058.94,10.11,5.48,13.77,64.32,Silt,Maize,Vegetative,Kharif,Canal,River,Yes,East
7.73,29.23,1.18,1.42,33.64,52.89,1648.01,9.56,4.37,2.32,24.96,Clay,Sugarcane,Sowing,Rabi,Rainfed,Reservoir,Yes,Central
5.55,19.06,1.06,1.12,41.32,83.53,20.03,6.65,18.29,7.97,99.92,Clay,Cotton,Flowering,Zaid,Sprinkler,Rainwater,No,East
7.98,32.55,0.74,2.13,28.4,58.0,1441.31,6.28,12.76,12.09,16.55,Sandy,Cotton,Harvest,Kharif,Sprinkler,Rainwater,Yes,South
7.42,40.96,1.54,0.77,41.61,28.58,951.93,4.37,2.78,13.72,37.77,Silt,Maize,Harvest,Zaid,Rainfed,Rainwater,No,Central
7.21,18.97,0.35,2.42,23.84,26.07,773.99,9.25,1.65,14.78,52.63,Loamy,Sugarcane,Vegetative,Zaid,Canal,Groundwater,No,South
5.79,61.1,0.42,2.99,15.01,43.51,1730.29,5.19,9.43,3.95,40.34,Sandy,Maize,Vegetative,Rabi,Rainfed,Reservoir,Yes,East
6.21,11.59,1.36,2.02,39.78,78.29,1849.3,7.59,3.84,0.72,112.09,Silt,Sugarcane,Sowing,Rabi,Canal,Reservoir,No,South
7.14,36.84,1.14,3.22,30.36,64.1,1235.0,10.39,18.67,12.65,115.73,Silt,Maize,Sowing,Zaid,Drip,Rainwater,Yes,West
7.11,22.54,1.35,0.11,34.53,63.63,1332.16,5.53,19.54,0.51,34.77,Sandy,Potato,Flowering,Rabi,Sprinkler,Reservoir,No,West
5.66,57.82,1.49,0.37,15.65,84.33,1201.28,7.73,15.51,1.03,29.0,Loamy,Wheat,Sowing,Zaid,Rainfed,Groundwater,Yes,Central
5.15,46.25,1.25,1.7,37.39,33.68,2146.81,9.62,14.86,2.86,31.17,Clay,Potato,Flowering,Zaid,Rainfed,Groundwater,No,South
6.59,33.84,1.45,0.98,37.92,43.36,1613.5,10.63,14.88,10.87,81.96,Clay,Wheat,Vegetative,Zaid,Sprinkler,Rainwater,Yes,West
6.12,50.01,0.42,1.03,35.84,81.52,1609.75,4.96,14.32,13.57,48.13,Sandy,Wheat,Vegetative,Rabi,Sprinkler,Rainwater,Yes,Central
7.51,56.47,1.28,1.45,40.06,54.54,2428.03,6.35,15.65,10.35,110.08,Silt,Cotton,Flowering,Kharif,Canal,Groundwater,Yes,West
6.2,56.7,1.48,0.26,27.32,75.78,1626.04,4.8,15.63,7.45,62.23,Loamy,Sugarcane,Vegetative,Rabi,Drip,Rainwater,Yes,West
7.37,27.86,0.5,0.27,23.83,69.38,1072.55,7.78,13.99,14.9,93.01,Sandy,Sugarcane,Flowering,Rabi,Canal,Reservoir,No,Central
7.82,61.97,1.33,0.91,25.19,55.12,790.57,9.54,11.92,13.33,59.38,Loamy,Sugarcane,Flowering,Rabi,Sprinkler,River,No,East
8.04,46.87,0.83,1.28,24.11,81.25,1873.92,8.36,14.13,4.93,99.48,Loamy,Sugarcane,Harvest,Rabi,Canal,Rainwater,No,Central
5.23,16.22,0.46,2.43,13.75,42.75,1210.23,5.34,10.39,9.68,35.41,Sandy,Maize,Sowing,Zaid,Canal,River,No,South
5.18,9.11,0.49,2.25,16.09,30.11,2320.32,9.11,9.84,6.43,49.26,Silt,Wheat,Vegetative,Rabi,Canal,Rainwater,No,North
5.85,49.21,0.67,1.08,22.7,64.14,1130.06,4.93,16.84,4.01,23.71,Silt,Maize,Harvest,Kharif,Canal,Rainwater,Yes,West
5.45,44.4,0.66,2.57,33.86,58.18,1331.92,10.29,14.4,9.27,7.0,Silt,Rice,Flowering,Rabi,Rainfed,Groundwater,No,Central
7.88,24.88,1.07,1.32,33.16,46.8,1752.56,7.58,1.31,8.99,104.56,Sandy,Maize,Sowing,Zaid,Drip,Groundwater,Yes,East
5.76,49.26,0.86,0.91,39.08,66.68,1606.53,6.39,17.75,8.98,27.09,Loamy,Sugarcane,Flowering,Kharif,Rainfed,Groundwater,No,West
7.77,17.78,0.75,2.02,31.23,28.24,1516.22,10.47,19.54,9.72,59.57,Clay,Maize,Harvest,Rabi,Canal,Groundwater,Yes,North
7.56,44.02,0.44,0.62,25.16,81.79,1531.15,10.82,19.52,3.39,118.97,Silt,Potato,Harvest,Rabi,Drip,Groundwater,No,East
6.63,44.94,0.98,3.46,21.8,78.63,1022.15,10.89,1.79,6.28,53.63,Loamy,Cotton,Vegetative,Kharif,Drip,Groundwater,No,Central
6.21,17.61,1.21,3.39,26.64,30.88,1311.24,4.9,5.58,11.96,106.21,Loamy,Rice,Harvest,Rabi,Drip,Rainwater,Yes,North
5.32,34.04,0.83,1.03,21.4,75.71,1459.12,7.94,19.24,5.0,87.26,Loamy,Potato,Vegetative,Zaid,Sprinkler,Rainwater,No,South
6.48,9.84,1.11,1.21,31.34,89.33,1214.95,9.24,1.09,13.66,6.28,Loamy,Potato,Flowering,Kharif,Rainfed,Groundwater,No,Central
5.83,21.12,0.71,2.33,18.42,44.38,1771.22,8.48,11.93,9.28,118.89,Silt,Potato,Vegetative,Zaid,Drip,River,Yes,South
7.78,32.33,1.22,1.14,32.32,84.62,1575.25,5.12,16.3,6.6,25.93,Clay,Potato,Vegetative,Kharif,Sprinkler,Rainwater,Yes,West
7.95,54.7,0.94,1.51,15.74,91.99,1831.73,10.81,7.15,1.23,5.28,Clay,Potato,Vegetative,Zaid,Rainfed,Groundwater,Yes,West
5.9,14.45,1.09,1.16,36.31,44.38,1021.73,6.28,16.3,2.73,29.17,Sandy,Maize,Vegetative,Kharif,Sprinkler,River,Yes,South
6.69,39.13,1.34,3.27,34.05,45.38,1610.06,9.59,15.72,11.51,108.0,Sandy,Rice,Flowering,Rabi,Rainfed,Rainwater,Yes,West
7.78,56.33,0.78,1.65,13.05,67.37,847.21,5.08,3.91,1.81,111.99,Sandy,Cotton,Sowing,Kharif,Drip,River,No,West
6.23,52.73,1.45,0.27,38.96,75.45,847.22,8.67,5.06,14.18,75.91,Sandy,Rice,Harvest,Rabi,Canal,Reservoir,Yes,East
5.41,32.35,0.32,3.38,37.47,30.02,1747.02,8.41,16.06,6.3,115.73,Silt,Wheat,Harvest,Rabi,Drip,Rainwater,Yes,East
5.64,57.57,0.35,2.29,27.91,37.12,734.8,8.74,17.81,10.68,29.42,Clay,Sugarcane,Sowing,Kharif,Drip,Rainwater,Yes,South
6.08,45.63,1.18,3.23,30.89,81.74,1442.89,10.44,18.82,3.92,67.04,Sandy,Rice,Harvest,Zaid,Drip,Rainwater,No,Central
5.26,26.71,0.34,2.46,41.4,68.19,2080.67,9.51,19.45,10.67,85.8,Silt,Sugarcane,Flowering,Rabi,Canal,River,No,Central
7.14,53.4,0.98,0.98,21.74,66.7,1397.25,5.73,5.88,8.74,99.24,Sandy,Sugarcane,Flowering,Zaid,Rainfed,Groundwater,No,South
5.1,30.54,0.34,1.1,18.68,81.75,676.03,5.51,1.36,8.6,50.86,Clay,Cotton,Flowering,Zaid,Canal,Reservoir,Yes,North
5.98,16.04,1.57,2.57,40.93,51.7,1729.23,9.75,16.51,3.53,2.64,Clay,Wheat,Vegetative,Rabi,Canal,Reservoir,Yes,East
7.67,11.25,0.83,0.3,28.36,75.21,732.3,10.23,17.24,2.82,53.63,Silt,Rice,Sowing,Zaid,Canal,Rainwater,No,East
5.98,46.48,1.42,2.35,17.5,60.26,2041.34,4.35,3.01,12.23,50.74,Loamy,Cotton,Flowering,Kharif,Canal,Reservoir,Yes,West
6.21,20.76,0.55,1.99,24.31,92.58,2474.24,4.15,15.4,7.8,115.75,Loamy,Rice,Vegetative,Rabi,Canal,River,Yes,West
7.25,39.1,0.42,0.34,32.16,37.04,2058.21,4.32,5.48,5.3,111.88,Silt,Rice,Harvest,Rabi,Sprinkler,River,No,East
5.39,63.95,0.59,2.98,24.62,77.69,1533.48,6.92,18.58,5.11,18.6,Loamy,Cotton,Vegetative,Rabi,Drip,Rainwater,Yes,South
5.36,28.67,0.91,1.79,34.79,59.3,643.77,4.26,1.79,13.78,30.79,Loamy,Rice,Vegetative,Kharif,Rainfed,Rainwater,No,Central
6.53,26.24,1.2,1.73,14.02,29.14,1694.93,6.22,17.76,1.61,15.86,Silt,Cotton,Harvest,Kharif,Sprinkler,Groundwater,Yes,North
5.95,15.52,1.53,2.26,39.84,75.43,2071.42,4.95,9.93,4.5,38.82,Loamy,Potato,Flowering,Kharif,Sprinkler,Reservoir,No,North
5.87,64.44,1.01,1.53,17.75,37.43,1032.25,7.54,13.81,5.0,90.29,Silt,Cotton,Sowing,Kharif,Canal,River,Yes,Central
4.84,31.35,1.08,1.21,39.97,41.61,710.96,9.94,8.98,13.28,40.01,Sandy,Sugarcane,Vegetative,Kharif,Sprinkler,River,No,South
6.31,37.7,1.21,3.36,36.52,71.44,2091.66,4.41,5.42,5.32,109.11,Sandy,Wheat,Harvest,Rabi,Rainfed,Reservoir,Yes,East
6.32,32.97,0.84,2.41,16.0,35.22,687.78,10.75,10.26,11.19,62.22,Loamy,Cotton,Harvest,Kharif,Rainfed,River,Yes,West
6.85,62.05,0.81,0.18,29.96,71.58,1562.21,6.03,5.68,1.56,0.22,Sandy,Wheat,Sowing,Zaid,Sprinkler,Rainwater,No,South
6.53,44.52,1.25,0.87,24.97,53.12,1219.06,6.24,13.9,12.44,108.32,Silt,Rice,Sowing,Rabi,Canal,River,Yes,North
7.14,39.08,1.32,1.67,26.08,77.31,536.18,4.44,4.9,2.34,59.54,Sandy,Maize,Flowering,Zaid,Drip,Groundwater,Yes,West
5.27,58.13,0.98,0.49,17.15,69.43,1391.84,7.82,9.89,0.86,110.23,Clay,Maize,Harvest,Kharif,Canal,Reservoir,Yes,Central
6.38,38.32,0.69,1.97,26.76,71.14,461.79,9.88,15.65,11.18,74.49,Sandy,Sugarcane,Harvest,Rabi,Drip,Rainwater,No,South
7.21,33.98,0.42,0.71,41.58,45.76,2323.51,10.84,15.21,1.37,111.46,Clay,Potato,Vegetative,Zaid,Drip,River,Yes,East
6.45,35.05,1.19,0.35,27.2,91.44,2180.44,4.35,6.82,4.25,40.87,Clay,Sugarcane,Harvest,Zaid,Canal,Reservoir,Yes,North
5.66,38.92,0.49,2.86,15.86,47.05,769.09,5.58,7.43,6.84,66.44,Loamy,Cotton,Vegetative,Rabi,Drip,Groundwater,Yes,South
7.47,25.32,1.01,2.64,38.48,26.76,456.42,7.59,10.92,7.43,97.4,Sandy,Wheat,Vegetative,Kharif,Sprinkler,Reservoir,Yes,West
6.83,51.27,1.52,1.95,22.32,52.37,1541.45,6.27,18.07,5.66,115.93,Loamy,Potato,Harvest,Zaid,Drip,Groundwater,Yes,Central
5.89,26.01,0.83,3.39,34.19,86.18,1854.24,8.84,10.01,1.61,61.11,Clay,Wheat,Flowering,Kharif,Drip,Rainwater,Yes,West
6.05,57.94,1.16,1.04,30.5,57.25,2377.0,6.2,9.0,10.67,2.64,Sandy,Rice,Sowing,Rabi,Sprinkler,Rainwater,Yes,East
7.75,36.48,0.33,0.35,37.08,92.57,764.87,8.74,10.38,11.23,53.43,Clay,Potato,Flowering,Zaid,Drip,Reservoir,Yes,North
6.32,22.12,1.07,0.18,15.67,61.95,1145.94,6.52,9.73,3.63,105.45,Loamy,Potato,Vegetative,Rabi,Drip,Rainwater,Yes,South
6.44,25.23,1.09,2.34,25.23,77.11,1501.77,8.48,6.52,6.48,51.09,Silt,Maize,Sowing,Rabi,Drip,Rainwater,Yes,South
7.21,48.82,1.15,1.84,40.35,53.4,1639.81,6.55,10.59,9.76,112.16,Silt,Maize,Vegetative,Rabi,Rainfed,River,No,East
4.86,30.71,1.33,2.78,37.24,39.69,528.68,4.17,14.38,12.77,76.73,Loamy,Cotton,Harvest,Kharif,Sprinkler,Groundwater,Yes,East
